task,architecture,block,condition,epoch,train_ce,retention_penalty,train_acc,val_ce,val_acc
single_shape,TinyCNN,block00,spectrum_init,13,0.7055124193429947,0.0,1.0,0.6310862898826599,1.0
single_shape,TinyCNN,block00,spectrum_init,14,0.6419157385826111,0.0,1.0,0.5677192211151123,1.0
single_shape,TinyCNN,block00,spectrum_init,15,0.5800139904022217,0.0,1.0,0.506912350654602,1.0
single_shape,TinyCNN,block00,spectrum_init,16,0.5205471888184547,0.0,1.0,0.44997140765190125,1.0
single_shape,TinyCNN,block00,spectrum_init,17,0.4649287015199661,0.0,1.0,0.3973303735256195,1.0
single_shape,TinyCNN,block00,spectrum_init,18,0.4131549894809723,0.0,1.0,0.3492569327354431,1.0
single_shape,TinyCNN,block00,spectrum_init,19,0.36577335745096207,0.0,1.0,0.3065897822380066,1.0
single_shape,TinyCNN,block00,spectrum_init,20,0.3234403729438782,0.0,1.0,0.269381046295166,1.0
single_shape,TinyCNN,block00,spectrum_init,21,0.28561147302389145,0.0,1.0,0.2364119589328766,1.0
single_shape,TinyCNN,block00,spectrum_init,22,0.25271404162049294,0.0,1.0,0.20808562636375427,1.0
single_shape,TinyCNN,block00,spectrum_init,23,0.22363317757844925,0.0,1.0,0.1835557073354721,1.0
single_shape,TinyCNN,block00,spectrum_init,24,0.19916727021336555,0.0,1.0,0.16287805140018463,1.0
single_shape,TinyCNN,block00,spectrum_init,25,0.17752362415194511,0.0,1.0,0.1448151022195816,1.0
single_shape,TinyCNN,block00,spectrum_init,26,0.1590050607919693,0.0,1.0,0.12941227853298187,1.0
single_shape,TinyCNN,block00,spectrum_init,27,0.14294998534023762,0.0,1.0,0.11615114659070969,1.0
single_shape,TinyCNN,block00,spectrum_init,28,0.12937573343515396,0.0,1.0,0.10472346842288971,1.0
single_shape,TinyCNN,block00,spectrum_init,29,0.11721180938184261,0.0,1.0,0.09493860602378845,1.0
single_shape,TinyCNN,block00,spectrum_init,30,0.10694838874042034,0.0,1.0,0.08640646934509277,1.0
single_shape,TinyCNN,block00,spectrum_init,31,0.09780851751565933,0.0,1.0,0.07906856387853622,1.0
single_shape,TinyCNN,block00,spectrum_init,32,0.08999123424291611,0.0,1.0,0.07260728627443314,1.0
single_shape,TinyCNN,block00,spectrum_init,33,0.08322737365961075,0.0,1.0,0.06683388352394104,1.0
single_shape,TinyCNN,block00,spectrum_init,34,0.07693310081958771,0.0,1.0,0.061664942651987076,1.0
single_shape,TinyCNN,block00,spectrum_init,35,0.07147465646266937,0.0,1.0,0.05722924694418907,1.0
single_shape,TinyCNN,block00,spectrum_init,36,0.06667000241577625,0.0,1.0,0.05327269062399864,1.0
single_shape,TinyCNN,block00,spectrum_init,37,0.062346234917640686,0.0,1.0,0.04973968118429184,1.0
single_shape,TinyCNN,block00,spectrum_init,38,0.058453076519072056,0.0,1.0,0.04663744941353798,1.0
single_shape,TinyCNN,block00,spectrum_init,39,0.05495127756148577,0.0,1.0,0.0437074713408947,1.0
single_shape,TinyCNN,block00,spectrum_init,40,0.05171964596956968,0.0,1.0,0.04098096117377281,1.0
single_shape,TinyCNN,block00,spectrum_retention_1,1,1.4330734312534332,0.0015689407737227157,0.25,1.368347406387329,0.2421875
single_shape,TinyCNN,block00,spectrum_retention_1,2,1.3474930226802826,0.010127219720743597,0.24609375,1.3028215169906616,0.28515625
single_shape,TinyCNN,block00,spectrum_retention_1,3,1.2901605367660522,0.02297637239098549,0.3515625,1.2503385543823242,0.49609375
